customer_id,trans_date,tran_amount
CS3797,06-May-12,37
CS3134,20-Sep-14,49
CS6096,21-Dec-14,89
CS4523,19-Oct-12,61
CS3799,01-Jan-13,40
CS5964,24-Feb-12,39
CS3834,08-Jul-11,86
CS1566,31-Dec-12,59
CS1152,28-Dec-12,39
CS5316,05-Dec-11,52
CS5925,10-Mar-15,45
CS4357,07-Nov-12,89
CS2408,15-Jan-12,36
CS1371,06-Nov-13,73
CS1876,19-Oct-14,35
CS5303,24-Dec-14,36
CS2713,24-Jul-12,105
CS5907,05-Aug-13,45
CS4434,12-Aug-12,61
CS1875,19-Aug-12,104
CS5097,15-May-12,43
CS2721,19-Jul-11,52
CS1177,30-Aug-12,70
CS4973,14-Oct-13,42
CS4524,20-Apr-14,79
CS3993,15-Oct-11,82
CS4697,12-Sep-14,102
CS5962,05-Aug-13,35
CS5169,07-Dec-14,61
CS5874,30-Dec-12,88
CS2373,30-Aug-12,42
CS1933,29-Aug-13,43
CS1502,19-Oct-12,66
CS2664,27-Aug-11,103
CS2946,29-Feb-12,65
CS2966,04-Aug-11,55
CS4573,01-Feb-14,60
CS4651,28-May-11,46
CS4164,10-Nov-12,36
CS2367,28-Mar-13,68
CS4847,13-Nov-13,45
CS4468,01-May-12,42
CS5573,17-Nov-12,87
CS1129,12-Aug-12,55
CS4266,02-Sep-13,36
CS3553,29-Oct-11,82
CS4232,08-May-14,63
CS1769,21-Aug-13,36
CS6031,28-Mar-12,49
CS5446,02-Apr-12,98
CS3412,15-Jul-13,48
CS3718,30-Jun-11,63
CS3704,11-Apr-14,76
CS2577,20-May-11,47
CS4397,05-Jul-12,52
CS2887,01-Sep-13,38
CS3924,16-Mar-13,65
CS2849,16-Oct-14,63
CS3406,28-May-14,48
CS1988,24-Feb-12,79
CS2284,02-Aug-12,71
CS2194,30-Aug-11,45
CS3734,04-Dec-12,63
CS3597,19-Aug-13,104
CS2288,25-Apr-13,56
CS3933,26-Apr-13,35
CS1495,08-May-14,57
CS1326,03-Aug-11,73
CS1369,03-Apr-14,47
CS3841,04-Apr-12,93
CS3878,30-Jan-12,70
CS4810,11-Sep-12,87
CS5408,23-Jul-11,100
CS2159,05-Aug-13,83
CS5007,06-Jan-13,41
CS4685,27-Jan-14,59
CS3414,16-Sep-11,105
CS4265,25-Sep-13,40
CS5566,24-Nov-12,56
CS2024,18-Dec-12,44
CS4768,20-May-11,80
CS1504,05-May-12,61
CS5779,16-Feb-14,79
CS4251,11-Jan-12,88
CS2436,02-Jun-12,92
CS6053,31-Aug-13,41
CS3538,13-Dec-12,62
CS3540,04-Mar-15,39
CS6034,16-Mar-15,67
CS3266,28-Oct-11,42
CS2526,26-Jan-15,58
CS2449,28-Aug-12,103
CS2565,14-Sep-12,67
CS3195,19-May-13,38
CS1625,05-Aug-12,70
CS6026,29-Mar-13,80
CS4353,13-Jan-15,95
CS2619,13-Oct-13,69
CS4921,15-Aug-12,100
CS1948,04-Apr-13,61
CS4867,20-Oct-14,39
CS1316,29-Sep-12,94
CS5871,16-Mar-15,41
CS4939,16-Jul-12,63
CS1827,27-May-11,90
CS1978,21-Mar-13,97
CS3900,02-Nov-13,86
CS3544,28-Dec-14,103
CS2556,30-Jul-12,45
CS1828,26-Jan-15,67
CS2552,29-Jun-13,80
CS4317,12-Jul-12,64
CS2740,09-Nov-11,89
CS4107,26-Jun-14,79
CS5443,30-Oct-12,55
CS4647,14-Jun-12,57
CS1217,25-Jul-12,38
CS3751,09-Nov-14,63
CS1209,15-Aug-11,86
CS2290,28-Oct-11,67
CS1597,12-Jul-11,48
CS5340,30-Jul-14,49
CS1748,26-Jan-13,105
CS1276,11-Apr-14,101
CS2080,19-Oct-11,78
CS5784,21-Dec-14,86
CS2302,06-Jul-14,54
CS3174,30-May-11,78
CS5026,20-Sep-14,48
CS3145,19-Oct-12,45
CS2171,15-May-14,75
CS4999,11-Dec-14,35
CS4386,21-Jul-12,91
CS4440,13-Sep-14,100
CS3053,26-Apr-12,88
CS4135,17-Jul-14,56
CS5343,03-Mar-15,104
CS1338,14-Apr-12,78
CS4746,23-Dec-13,105
CS1222,19-Jun-14,85
CS5082,28-Dec-13,46
CS1507,04-Sep-13,38
CS2044,28-Aug-11,82
CS5619,21-Nov-12,98
CS1236,28-Aug-11,68
CS5113,22-Jul-13,72
CS1236,31-Jul-13,46
CS1359,24-Jun-12,62
CS2930,13-Mar-14,53
CS1163,28-Dec-12,54
CS4256,01-Mar-13,79
CS5029,10-Feb-14,76
CS3965,10-Jan-13,104
CS4159,02-Jun-14,50
CS5923,05-Dec-11,101
CS2094,18-Dec-14,96
CS5889,06-Sep-11,95
CS4903,19-Apr-12,62
CS2194,21-Aug-12,91
CS4429,23-Jun-11,63
CS4190,11-Feb-13,44
CS2638,03-Oct-14,76
CS1931,07-Jun-12,55
CS2862,18-Apr-12,105
CS5356,12-Jun-14,35
CS2444,21-Mar-14,49
CS3615,01-Nov-11,39
CS1174,23-Feb-14,50
CS2834,23-May-11,99
CS3925,08-Apr-14,64
CS4206,16-May-14,43
CS4210,31-Jan-12,98
CS5967,23-Aug-14,97
CS4097,22-Feb-15,83
CS1288,29-Oct-11,46
CS5059,15-May-13,50
CS1410,28-Feb-14,88
CS2158,10-Dec-11,52
CS1813,01-Oct-11,101
CS3051,08-May-14,58
CS4082,21-Oct-13,80
CS2859,03-Sep-12,36
CS4795,22-Jul-11,54
CS4138,22-Jan-13,98
CS3390,16-Dec-13,44
CS5649,05-Jan-13,64
CS3948,27-Jun-11,55
CS4400,03-May-14,52
CS3752,28-Mar-13,85
CS2122,14-Jul-13,52
CS3723,02-Jun-12,42
CS5180,30-Aug-11,66
CS1223,26-Mar-12,96
CS2082,24-Nov-14,48
CS2317,03-Aug-12,35
CS4865,12-Mar-12,68
CS1586,29-Jan-12,65
CS4185,02-Dec-11,61
CS2656,08-Jul-11,54
CS3081,28-Jun-13,82
CS1555,23-Oct-12,92
CS4680,14-Nov-11,45
CS4268,18-Sep-11,80
CS1323,22-Jun-13,73
CS5445,28-Jun-13,90
CS4483,14-Aug-13,96
CS4780,20-Dec-14,103
CS5700,30-Aug-14,35
CS2123,23-Sep-12,93
CS4721,13-May-13,40
CS5808,03-Apr-13,66
CS4734,21-Jul-12,62
CS2842,11-Jun-11,79
CS1578,18-Sep-11,66
CS3716,05-Jul-11,72
CS6041,19-Feb-15,59
CS1192,21-Sep-12,87
CS5367,13-Feb-13,95
CS3855,10-Feb-13,48
CS1643,14-Jan-13,58
CS3806,21-Aug-13,39
CS2399,05-Dec-13,105
CS2303,24-Sep-12,69
CS5724,26-Aug-14,61
CS5986,31-Mar-12,70
CS3810,20-Jan-14,101
CS5196,30-Jul-11,83
CS5374,05-Apr-12,100
CS2445,20-Aug-11,64
CS2983,15-Dec-11,78
CS3420,15-Oct-13,39
CS3002,29-Sep-14,83
CS3799,26-Feb-12,43
CS2752,11-Mar-13,40
CS3864,13-Aug-13,88
CS3105,02-May-13,92
CS3011,29-Jul-14,47
CS4914,11-Dec-12,68
CS3917,28-Oct-12,97
CS4549,21-Sep-11,46
CS2801,02-Feb-15,38
CS5578,27-Nov-12,86
CS4873,19-Dec-11,88
CS5969,12-Oct-13,98
CS3655,16-Mar-12,56
CS5120,30-Jul-11,36
CS4995,04-Mar-13,72
CS5207,25-May-11,54
CS2893,27-Jan-12,60
CS1492,07-Jul-13,44
CS3388,08-Mar-12,35
CS2460,27-Aug-11,55
CS5857,07-May-12,58
CS5780,15-Jun-13,91
CS2570,19-Jan-12,49
CS2267,29-Jun-11,40
CS3941,13-Jan-13,51
CS5695,08-Jan-15,72
CS5525,21-Oct-14,35
CS4614,22-May-14,56
CS5194,05-Nov-12,75
CS2207,27-May-12,40
CS3546,12-Jun-11,56
CS3999,02-Nov-14,91
CS5613,10-Mar-13,59
CS4341,05-Mar-14,72
CS2423,19-Jul-12,41
CS3570,05-Oct-11,73
CS5931,16-Jul-12,75
CS5586,15-Feb-13,94
CS3327,30-Sep-13,44
CS1381,27-Sep-13,48
CS4005,26-Sep-12,72
CS1931,17-May-13,42
CS4333,10-Jan-15,44
CS5331,11-Jul-12,60
CS2895,25-Mar-13,69
CS4038,04-Jul-13,102
CS3453,27-Jan-14,42
CS4676,10-Jan-12,42
CS3552,14-Mar-15,46
CS5455,08-Dec-14,63
CS3894,20-Aug-11,63
CS2785,04-Nov-13,57
CS3062,30-Jul-11,61
CS2050,07-Jan-13,39
CS2257,28-Jul-11,101
CS2069,12-Oct-13,42
CS4989,04-Feb-13,48
CS2982,09-Aug-11,76
CS4363,18-Feb-12,67
CS2556,24-Nov-12,103
CS4456,22-Apr-14,80
CS3505,12-Jan-12,82
CS4348,03-Feb-14,87
CS2493,09-Feb-14,73
CS2525,01-Oct-14,48
CS1483,24-Sep-13,95
CS3194,24-May-13,50
CS2548,07-Jun-14,98
CS2866,24-Feb-13,76
CS4278,19-Oct-11,35
CS2798,19-Nov-12,87
CS3022,14-Jan-14,38
CS6068,02-Dec-12,78
CS2377,11-Feb-12,79
CS5545,26-Nov-12,99
CS1572,09-Apr-12,51
CS3654,05-Feb-15,97
CS1996,28-Jul-13,37
CS3964,24-Mar-12,101
CS2880,03-Nov-11,86
CS2647,23-Aug-13,63
CS1250,24-Sep-12,53
CS5487,15-May-14,56
CS5928,20-Aug-13,73
CS4833,09-Nov-12,74
CS5076,21-Jun-12,65
CS2794,22-Apr-13,39
CS3762,10-Oct-11,68
CS4993,12-Jul-11,80
CS1437,19-Jan-13,58
CS4807,19-Feb-13,86
CS2906,13-Jan-15,78
CS1600,12-Jul-11,72
CS3510,15-Sep-13,48
CS4538,22-Jan-12,88
CS5218,07-Sep-13,78
CS5503,14-Jun-13,47
CS2302,24-Dec-14,45
CS5023,07-Dec-12,61
CS1703,03-Dec-13,56
CS2955,20-Jul-11,61
CS3900,18-Dec-14,50
CS2732,06-Jun-14,105
CS2447,15-Jan-13,85
CS3064,06-Jun-11,95
CS4417,27-Apr-14,89
CS2934,23-Aug-11,49
CS5352,14-Feb-14,51
CS4167,06-Nov-13,77
CS3638,21-Jul-13,58
CS2735,12-Apr-13,62
CS5429,13-Jun-12,88
CS5981,14-Aug-14,76
CS4182,25-Feb-14,37
CS2620,06-Mar-14,75
CS1202,20-Feb-13,77
CS1614,14-Oct-14,52
CS5254,10-Sep-14,42
CS1987,19-May-14,76
CS5088,11-Sep-12,93
CS4193,28-Sep-13,42
CS4440,31-Dec-11,96
CS4933,13-Dec-13,78
CS3390,23-Jul-13,53
CS2549,13-Jun-12,74
CS1249,11-Jun-11,91
CS2808,28-Dec-12,46
CS2507,25-Sep-11,74
CS5011,04-Dec-12,77
CS2349,06-Jan-12,69
CS5509,29-Oct-13,75
CS4198,20-Apr-13,45
CS4512,26-Aug-12,80
CS4331,23-Jan-12,66
CS2684,05-May-13,60
CS3804,05-Nov-13,100
CS5267,29-Sep-13,102
CS3577,24-Oct-13,41
CS5441,08-Apr-12,53
CS3270,29-Jan-12,86
CS1760,21-Mar-14,38
CS3237,11-Nov-14,48
CS1457,14-Jun-12,36
CS5433,07-Feb-12,105
CS5794,29-Nov-12,63
CS5564,28-Jan-12,46
CS3953,17-Aug-14,50
CS3399,05-Nov-13,81
CS1342,15-Feb-15,95
CS3470,15-May-12,37
CS2019,03-Mar-15,64
CS1916,24-Dec-11,76
CS1447,20-Jul-14,51
CS4101,01-Aug-13,53
CS2527,26-Mar-12,58
CS5806,13-Mar-13,64
CS4311,12-May-12,62
CS4032,08-Oct-12,82
CS6078,31-May-11,57
CS4764,12-Jul-13,91
CS1791,16-Mar-15,97
CS2003,17-Feb-12,45
CS3489,05-Feb-15,35
CS4189,04-Aug-11,40
CS5511,15-Mar-13,57
CS3238,18-Feb-12,93
CS3632,14-Apr-13,86
CS1737,08-May-12,97
CS3157,22-Sep-13,53
CS3708,20-Sep-11,92
CS4925,19-Dec-14,37
CS3757,03-Aug-12,70
CS4648,05-Nov-14,86
CS2537,25-Feb-14,64
CS3041,11-Mar-15,69
CS5636,23-Nov-13,105
CS1298,19-Mar-14,100
CS4624,02-Sep-13,55
CS1664,06-Mar-12,57
CS3745,11-Sep-11,66
CS4678,25-May-14,96
CS4608,17-Sep-11,74
CS5656,22-Jul-11,93
CS5085,06-Nov-11,53
CS3813,09-Aug-12,53
CS1980,15-Jul-11,75
CS2107,15-Apr-14,93
CS3490,26-Feb-13,61
CS2304,01-Dec-14,102
CS2714,28-Apr-14,44
CS1908,21-Sep-12,51
CS2114,30-Oct-11,97
CS2567,15-Mar-15,100
CS4400,03-May-12,67
CS2978,02-Nov-13,100
CS4839,08-Aug-13,64
CS2883,31-Oct-11,100
CS2771,04-Nov-13,40
CS5386,22-Dec-13,62
CS3471,26-Jul-14,63
CS1319,30-Mar-14,60
CS5384,29-Apr-13,38
CS2167,02-Aug-12,41
CS4141,02-Aug-11,43
CS1880,07-Nov-14,92
CS5265,21-Mar-13,58
CS1306,12-Mar-15,94
CS2073,24-Jan-13,59
CS2532,05-Dec-14,65
CS2608,30-May-11,101
CS4656,17-Jun-13,72
CS3590,25-Sep-14,50
CS5741,03-Aug-13,103
CS5217,06-Jul-11,65
CS4131,16-Nov-12,65
CS4604,12-Feb-15,82
CS4006,04-Apr-14,102
CS5988,06-May-13,102
CS1983,05-Jun-14,61
CS4614,09-Oct-12,44
CS4426,17-Feb-13,102
CS3429,25-May-11,99
CS3427,04-Jul-12,97
CS1388,30-Jan-15,81
CS4829,28-Dec-13,68
CS1250,05-May-14,67
CS3508,30-Jan-15,39
CS5630,02-Jul-11,103
CS5566,01-Mar-12,104
CS2242,10-Aug-13,41
CS2398,18-Mar-14,81
CS3921,30-Aug-12,43
CS4736,01-Oct-13,62
CS4136,13-Mar-13,61
CS3396,30-Mar-12,57
CS4762,14-Aug-13,39
CS3095,20-Oct-11,83
CS2739,24-May-13,69
CS5267,10-Sep-11,67
CS5872,17-Nov-13,55
CS1455,17-Aug-13,68
CS1987,30-May-14,37
CS5555,24-Nov-11,84
CS2269,21-Jun-14,73
CS3938,24-Jun-11,105
CS5910,30-Mar-13,91
CS4028,18-Mar-13,101
CS5517,11-Feb-14,77
CS2665,05-Dec-14,75
CS3079,06-Apr-12,77
CS1811,12-Apr-13,92
CS5066,12-Jan-13,35
CS3840,26-Mar-13,99
CS3474,25-May-14,41
CS1483,01-Jan-15,73
CS5718,12-Mar-15,100
CS4951,31-Mar-14,98
CS2176,14-Jul-14,81
CS2937,23-Jan-14,98
CS5077,20-May-14,61
CS5313,08-Aug-12,91
CS4935,02-Oct-11,57
CS1469,19-Mar-12,61
CS3880,30-Oct-13,95
CS3611,29-Jan-12,93
CS5679,05-Jan-13,69
CS2336,05-Aug-13,91
CS2403,20-Apr-14,56
CS2426,13-May-12,74
CS5685,03-May-14,60
CS5728,21-Sep-12,103
CS2626,23-Aug-12,46
CS2830,08-Dec-14,81
CS4990,21-Mar-14,103
CS5676,03-May-13,71
CS3656,03-Nov-12,47
CS1937,04-Jul-13,58
CS4842,29-Aug-12,66
CS1768,03-Dec-14,81
CS2004,22-Jun-14,49
CS3752,02-Aug-11,55
CS2976,12-Jan-14,83
CS1910,14-Aug-12,49
CS2997,03-Aug-14,77
CS5311,25-Mar-14,104
CS5000,09-Apr-13,48
CS4889,14-Jan-13,41
CS2595,28-Aug-13,97
CS5950,05-Dec-11,36
CS3228,25-Oct-13,56
CS3570,17-Dec-11,80
CS2786,17-Aug-13,102
CS5670,23-Dec-11,77
CS3508,05-Dec-12,38
CS3234,12-Sep-13,60
CS3872,13-Sep-14,49
CS5215,05-Sep-11,60
CS2710,05-May-13,105
CS2865,28-Jun-12,62
CS1330,03-Dec-14,81
CS4579,04-Jun-11,49
CS2347,01-Dec-14,48
CS4129,07-Oct-12,41
CS1691,29-Jul-11,57
CS5777,01-Jul-14,92
CS3188,05-Apr-13,46
CS4537,20-Dec-14,75
CS5621,16-Feb-15,70
CS3483,26-Jan-14,81
CS4016,04-May-13,83
CS3574,01-Oct-14,79
CS1698,24-Aug-12,93
CS3044,24-Dec-12,82
CS5636,15-Nov-13,80
CS3219,19-May-14,105
CS5402,20-Apr-12,59
CS2328,18-Jun-14,96
CS4241,05-Mar-13,42
CS2216,16-Mar-13,98
CS5334,10-Mar-12,52
CS2454,15-Mar-14,76
CS5055,27-Aug-12,85
CS3195,27-Oct-13,71
CS4268,21-Nov-11,71
CS3005,17-Jan-12,90
CS1681,25-Jul-12,85
CS2016,24-Jul-11,97
CS2275,17-Apr-13,36
CS4538,27-Mar-13,58
CS2832,10-Oct-14,45
CS1256,19-Apr-12,71
CS2033,18-Nov-13,55
CS2190,18-Jun-14,46
CS4504,28-Jun-12,87
CS6087,08-May-13,47
CS2839,26-Aug-11,105
CS5404,28-Jan-15,39
CS2188,27-Nov-13,51
CS3804,29-May-12,48
CS5863,13-Mar-15,101
CS1387,17-May-11,38
CS1898,08-Jan-13,101
CS1370,30-Aug-12,103
CS4766,27-May-11,99
CS5779,22-Jan-15,64
CS4064,05-Mar-12,90
CS3498,10-Sep-13,89
CS3141,02-Jul-14,90
CS2622,19-Jan-14,93
CS5782,25-Oct-13,97
CS4884,06-Nov-12,64
CS5232,25-Aug-14,44
CS5364,28-Aug-14,79
CS5712,15-Feb-12,100
CS4903,22-Jan-15,64
CS1304,15-Jul-12,95
CS3664,10-Feb-13,57
CS1436,22-Apr-12,45
CS4646,09-Nov-14,60
CS5569,18-Jan-12,45
CS1982,24-Apr-13,35
CS3734,21-Nov-12,71
CS1166,08-Dec-14,68
CS3468,06-Dec-13,47
CS1475,19-Oct-12,36
CS5926,16-Feb-15,50
CS1877,06-Aug-11,48
CS1980,07-May-14,60
CS3907,03-Oct-11,47
CS5175,16-Dec-14,63
CS5177,17-Apr-13,54
CS3734,22-Feb-13,96
CS1766,05-Jun-13,48
CS3439,29-Dec-13,64
CS1214,21-May-13,105
CS5198,07-Mar-13,58
CS2694,23-Sep-12,39
CS4328,17-Dec-14,61
CS3035,19-Sep-13,100
CS3340,12-Jan-15,51
CS4612,14-Aug-14,85
CS3858,15-Nov-12,93
CS5131,18-May-12,87
CS3144,09-Jan-15,43
CS2292,07-Nov-12,75
CS1313,14-Jan-12,103
CS3287,01-Sep-11,84
CS4380,01-Nov-12,91
CS2699,18-Jul-11,53
CS1816,08-May-13,41
CS4496,14-Jun-14,90
CS4631,15-Jul-13,80
CS5219,13-Jun-11,61
CS2437,07-Oct-11,49
CS4421,16-Jun-12,96
CS2153,20-Dec-12,89
CS4845,14-Mar-15,35
CS2252,02-Jun-13,98
CS5359,28-Jul-11,76
CS4692,04-Sep-14,46
CS3241,16-Nov-14,66
CS3928,17-Sep-14,82
CS5920,04-Apr-14,105
CS3559,12-Nov-14,100
CS1486,31-Aug-14,103
CS2370,28-Sep-13,60
CS5848,08-Feb-15,103
CS4398,05-Mar-15,96
CS2889,21-May-14,76
CS2289,07-Oct-12,69
CS4778,07-Feb-14,102
CS1919,08-Dec-12,47
CS1938,27-May-11,74
CS2481,10-Nov-14,45
CS2834,16-Jul-14,55
CS3595,11-Jan-13,80
CS5257,25-Jul-12,98
CS1250,13-Jul-12,51
CS3244,26-Mar-13,102
CS4903,05-Jul-13,67
CS1640,28-Nov-11,67
CS6024,25-Aug-12,47
CS4596,27-Dec-13,93
CS4376,17-Apr-13,80
CS3383,30-Jan-15,64
CS1443,26-Mar-14,67
CS5199,17-Aug-14,95
CS5386,24-Aug-14,39
CS1285,19-Dec-12,95
CS4726,13-Nov-12,46
CS4436,13-Jul-14,93
CS4553,19-Nov-11,79
CS2540,01-Mar-14,39
CS3005,18-May-11,59
CS4332,26-Dec-11,80
CS3959,31-Jul-12,59
CS2871,30-May-11,95
CS4374,12-May-14,49
CS4832,29-Nov-11,100
CS2646,19-Feb-15,71
CS3830,25-Dec-14,36
CS2049,29-May-11,51
CS4307,21-May-13,49
CS2999,03-Oct-11,72
CS3074,06-May-12,51
CS2636,30-Apr-12,81
CS1419,08-Dec-13,73
CS5937,03-Sep-14,74
CS2842,11-Jul-13,78
CS6068,19-Jul-14,94
CS1377,21-Oct-12,59
CS4149,09-Sep-14,105
CS4710,01-Nov-13,50
CS4329,26-Sep-12,53
CS2070,02-Mar-12,72
CS3000,24-Aug-14,80
CS6054,14-Jan-13,41
CS1728,02-May-14,65
CS1348,26-May-14,61
CS1244,13-Jun-12,39
CS5207,10-Jul-13,93
CS5432,25-Nov-14,71
CS4870,28-Jun-13,48
CS5364,14-Jul-13,36
CS1763,23-Nov-11,74
CS3561,22-Aug-13,39
CS4629,29-May-11,70
CS2755,04-Aug-11,77
CS2348,12-Aug-14,79
CS1778,02-Feb-14,82
CS2266,23-Feb-15,38
CS4736,16-Jul-13,74
CS5674,06-Feb-12,96
CS5857,05-Mar-15,70
CS5254,16-Jul-13,35
CS4147,20-Dec-12,96
CS2324,17-Sep-13,62
CS1946,01-Dec-11,45
CS3461,16-Dec-11,55
CS4593,08-Mar-14,77
CS1728,15-Jul-13,61
CS3672,23-Jan-15,41
CS3724,13-Apr-12,77
CS5458,29-Feb-12,73
CS2668,06-Nov-13,90
CS4550,18-Aug-12,104
CS1738,09-Dec-11,61
CS2142,17-Jun-12,62
CS4909,10-Feb-14,82
CS4229,21-Nov-11,45
CS4000,26-Feb-13,60
CS1992,25-Aug-11,88
CS2855,11-May-12,38
CS3532,14-Sep-13,62
CS3113,10-Feb-13,102
CS5805,01-Dec-12,84
CS4790,25-Nov-11,98
CS4254,26-Nov-14,93
CS1702,14-May-14,55
CS5837,06-Nov-11,63
CS5833,27-Apr-12,82
CS4312,08-Oct-13,56
CS3864,24-Apr-14,96
CS5245,02-Aug-14,76
CS4006,29-Dec-14,57
CS5354,05-Dec-14,97
CS5419,15-Jun-14,77
CS5868,23-Jul-13,103
CS3383,11-Apr-14,53
CS4833,22-Jul-12,38
CS5337,24-Dec-11,47
CS1748,07-Oct-12,38
CS2579,04-Jan-12,56
CS1450,30-Nov-14,42
CS1873,17-Dec-11,54
CS4364,28-Dec-14,41
CS2443,12-Jul-12,67
CS2158,07-May-12,97
CS4715,26-Jan-15,92
CS1280,01-Dec-13,46
CS2986,26-Dec-14,87
CS2899,05-Apr-13,44
CS3005,07-Jan-13,81
CS1588,15-Oct-11,40
CS6103,07-Apr-13,39
CS1625,07-Dec-12,38
CS3548,08-Jun-11,98
CS4388,25-May-12,79
CS2604,04-Nov-14,66
CS1493,15-Aug-14,82
CS2341,04-Jan-12,46
CS2468,23-Jul-14,51
CS5184,14-May-13,97
CS3600,22-Mar-14,57
CS4572,06-Jan-14,40
CS2687,19-Jul-11,101
CS1439,19-Jul-14,100
CS3141,29-Jan-15,93
CS3164,01-Aug-14,102
CS5638,31-Jul-11,69
CS5940,15-Sep-11,80
CS3710,27-May-14,41
CS3835,22-Jun-12,35
CS5166,29-Jun-12,44
CS2649,02-Jan-14,89
CS1967,21-Mar-14,45
CS4446,01-Jul-13,78
CS1548,09-Feb-15,77
CS1308,29-Oct-12,104
CS5213,29-Nov-13,64
CS5978,08-Mar-13,60
CS1364,02-May-14,99
CS1856,21-Jan-14,92
CS2318,29-Jun-14,69
CS1368,12-Mar-15,51
CS5297,14-Nov-12,47
CS1620,04-Apr-13,102
CS3101,09-May-12,53
CS4064,26-Oct-12,93
CS5403,03-Mar-15,95
CS1384,30-Jun-13,81
CS4390,11-Oct-12,42
CS6055,07-Apr-12,58
CS2232,13-Jul-11,58
CS1480,05-Jun-13,100
CS5174,30-Sep-12,70
CS1198,24-Feb-14,63
CS3224,17-Feb-14,62
CS4625,23-Aug-11,92
CS5879,27-Jan-14,83
CS1895,15-May-12,93
CS4688,08-May-14,88
CS1113,08-Oct-12,95
CS2481,01-Aug-14,43
CS2826,09-Jun-11,88
CS4265,29-Sep-12,67
CS2663,02-Jan-15,101
CS3510,07-Dec-11,73
CS4522,28-Mar-13,84
CS3095,30-Aug-14,91
CS1857,26-Jan-14,88
CS5262,01-Jul-11,62
CS2393,10-Oct-11,73
CS5293,04-Jan-14,59
CS5881,18-Jan-13,66
CS5514,27-Sep-12,98
CS3519,25-Jun-12,87
CS4145,02-Jun-12,48
CS1115,23-Apr-12,58
CS1690,30-May-14,84
CS1406,20-May-11,53
CS4688,14-Aug-13,87
CS4943,21-Feb-14,68
CS4590,13-Sep-14,37
CS4880,13-Aug-13,65
CS3406,25-Mar-13,57
CS3052,04-Oct-12,44
CS4497,03-Jan-12,99
CS3531,28-Feb-12,84
CS1376,22-Feb-12,44
CS5422,10-Dec-11,38
CS3866,28-Dec-12,46
CS4961,24-Feb-15,80
CS5172,05-Dec-11,70
CS4144,07-Apr-13,35
CS5696,07-Jun-14,79
CS3089,20-Dec-12,98
CS4733,17-Jul-12,65
CS4007,30-Dec-14,38
CS1413,01-Oct-12,54
CS5635,07-Sep-12,48
CS3072,23-Jun-11,57
CS4581,25-Jan-12,93
CS1609,02-May-13,94
CS2048,24-Feb-15,77
CS1863,13-Sep-11,94
CS2497,27-Feb-12,74
CS3107,07-Jan-12,94
CS4059,12-Nov-14,85
CS4273,05-Apr-13,64
CS2707,18-Dec-12,70
CS1237,08-Jun-11,102
CS2238,06-Dec-12,59
CS5047,07-Sep-11,42
CS3136,02-May-14,64
CS2402,19-Sep-11,99
CS3820,28-Oct-11,70
CS1317,26-May-12,92
CS5126,26-Feb-15,49
CS5615,14-Jul-12,103
CS5607,24-Sep-11,51
CS3371,14-Jan-15,46
CS4401,31-Dec-12,103
CS5736,25-Apr-13,74
CS3721,18-Feb-15,71
CS5276,15-Apr-12,41
CS3288,15-Jan-13,90
CS4789,27-Jan-13,103
CS5422,21-Aug-13,67
CS5986,25-Sep-14,79
CS4784,17-May-12,54
CS1219,05-Jan-15,70
CS5879,13-Oct-14,84
CS1470,01-Oct-13,78
CS2344,13-Jun-11,62
CS1810,19-Jul-14,83
CS1574,27-May-11,44
CS3631,08-Jun-12,89
CS3916,21-Feb-12,66
CS5048,04-Jun-13,76
CS3337,21-Sep-14,55
CS5509,07-Oct-11,36
CS1385,03-Oct-11,52
CS2445,25-Mar-14,57
CS2372,21-Dec-13,54
CS4933,03-Jan-13,78
CS4873,14-Jul-11,92
CS5604,06-Nov-13,81
CS5955,26-Jul-14,64
CS4966,06-Sep-11,36
CS3974,14-Apr-13,56
CS2067,29-Apr-12,66
CS1510,28-Oct-12,86
CS3535,16-Feb-13,99
CS1989,20-Nov-13,60
CS3339,28-Nov-13,98
CS3161,18-Sep-14,74
CS2710,02-Nov-12,92
CS5003,19-Aug-13,55
CS3106,09-Jan-14,71
CS3821,26-Aug-13,66
CS3270,23-Oct-14,77
CS1412,30-Jun-13,81
CS2909,18-Sep-12,77
CS4795,14-Feb-14,82
CS3054,24-Nov-14,70
CS3013,28-Jul-12,67
CS4339,25-Oct-14,43
CS2990,11-Sep-13,85
CS4092,22-May-14,94
CS5917,11-Mar-14,99
CS3923,25-Nov-12,80
CS1419,04-Oct-14,92
CS3095,21-Feb-12,75
CS4122,04-May-14,79
CS1380,11-May-14,81
CS1647,21-Jul-13,42
CS2624,20-Jan-12,88
CS5664,22-Jan-14,49
CS3998,15-Sep-13,103
CS1380,05-Nov-11,59
CS4615,08-Jan-14,102
CS1317,14-Jun-14,48
CS1438,06-Aug-12,86
CS1465,17-Dec-12,41
CS2716,13-Dec-12,59
CS3641,08-Jul-13,39
CS3223,24-Jun-13,68
CS2112,25-Apr-13,84
CS5166,18-Jul-11,104
CS3794,09-Apr-13,76
CS4675,31-Dec-13,93
CS4065,01-Apr-14,105
CS4872,31-May-12,63
CS2611,22-Dec-13,59
CS3226,29-Sep-13,80
CS3136,10-May-12,102
CS1657,30-Oct-12,70
CS1215,05-Nov-11,91
CS5165,23-Aug-13,78
CS3303,03-Apr-13,51
CS2432,13-Feb-15,82
